Age,Gender,Income Level,Location,Purchase Frequency,Avg Spend (INR),Product Category,Quantity Purchased,Previous Channel,Loyalty Membership,Payment Method,Discounts Used,Time of Purchase,Seasonality,Proximity to Store (km),Delivery Time (days),Device Ownership,Internet Access,Tech Savviness,Trust Level,Current Promotions,Channel Preference
38,Male,Medium,Urban,20,480,Electronics,2,Online,TRUE,Digital Wallet,FALSE,Evening,Holiday Weekend,7,1,TRUE,FALSE,High,Low,Offline Only,Offline
26,Male,High,Urban,7,281,Furniture,3,Online,FALSE,UPI,TRUE,Morning,Black Friday,8,6,FALSE,TRUE,Low,Medium,Offline Only,Offline
30,Female,High,Suburban,12,845,Home Appliances,8,Offline,TRUE,Credit Card,TRUE,Evening,Holiday Weekend,11,5,TRUE,FALSE,High,Medium,Online Only,Online
38,Male,Medium,Rural,8,708,Beauty Products,3,Offline,TRUE,Credit Card,TRUE,Morning,Black Friday,7,4,TRUE,FALSE,Low,High,Offline Only,Online
31,Male,High,Rural,8,650,Beauty Products,9,Online,FALSE,UPI,TRUE,Evening,New Year Sale,6,2,TRUE,FALSE,Medium,Medium,Online Only,Offline
40,Male,Low,Urban,14,979,Groceries,4,Online,TRUE,Digital Wallet,FALSE,Afternoon,Black Friday,11,4,FALSE,FALSE,Low,High,Offline Only,Online
42,Female,High,Urban,10,400,Home Appliances,9,Online,TRUE,Credit Card,FALSE,Evening,Summer Sale,7,8,FALSE,TRUE,Medium,Medium,Offline Only,Online
33,Female,Medium,Suburban,20,116,Fashion,4,Offline,TRUE,Digital Wallet,FALSE,Evening,Regular,4,3,TRUE,FALSE,High,High,Offline Only,Offline
24,Male,High,Urban,5,558,Electronics,9,Offline,TRUE,UPI,TRUE,Morning,New Year Sale,13,3,FALSE,TRUE,Medium,High,Offline Only,Offline
20,Female,Low,Rural,6,469,Groceries,10,Offline,TRUE,Debit Card,FALSE,Morning,Cyber Monday,8,5,TRUE,FALSE,High,Medium,Online Only,Offline
48,Male,High,Rural,7,254,Home Appliances,8,Online,FALSE,Credit Card,TRUE,Evening,Regular,13,7,FALSE,FALSE,Medium,Medium,Offline Only,Offline
24,Female,Low,Suburban,5,436,Groceries,5,Offline,FALSE,UPI,TRUE,Morning,New Year Sale,11,1,TRUE,FALSE,Low,High,Offline Only,Offline
29,Male,Low,Rural,5,186,Beauty Products,1,Offline,FALSE,Cash,TRUE,Afternoon,Holiday Weekend,5,5,FALSE,FALSE,Medium,Medium,Offline Only,Online
18,Female,Medium,Urban,17,457,Home Appliances,4,Online,FALSE,Debit Card,FALSE,Morning,Black Friday,13,1,FALSE,TRUE,Medium,Medium,Offline Only,Offline
27,Female,Medium,Suburban,13,580,Groceries,4,Offline,FALSE,Cash,FALSE,Morning,Cyber Monday,9,8,FALSE,TRUE,Medium,High,Offline Only,Online
40,Female,High,Rural,13,832,Home Appliances,1,Online,FALSE,UPI,FALSE,Afternoon,Black Friday,11,6,FALSE,TRUE,High,Medium,Offline Only,Offline
40,Male,Medium,Suburban,4,372,Electronics,9,Online,FALSE,UPI,TRUE,Evening,Black Friday,6,2,TRUE,TRUE,Medium,Low,Offline Only,Offline
29,Female,Medium,Rural,12,317,Furniture,5,Online,FALSE,Credit Card,TRUE,Evening,Black Friday,7,2,FALSE,TRUE,Low,Medium,Online Only,Online
43,Female,High,Suburban,20,777,Beauty Products,1,Offline,TRUE,Credit Card,FALSE,Afternoon,Holiday Weekend,13,5,TRUE,TRUE,High,Medium,Online Only,Online
30,Female,Medium,Urban,7,651,Beauty Products,8,Online,FALSE,Cash,FALSE,Evening,Regular,15,5,FALSE,TRUE,Medium,High,Online Only,Offline
51,Female,Medium,Rural,14,172,Furniture,6,Offline,FALSE,Digital Wallet,FALSE,Morning,Cyber Monday,15,3,TRUE,FALSE,High,Medium,Offline Only,Offline
38,Female,Medium,Rural,4,847,Beauty Products,6,Online,TRUE,Credit Card,FALSE,Afternoon,Summer Sale,5,1,TRUE,TRUE,Low,Medium,Online Only,Online
50,Female,Medium,Suburban,4,355,Groceries,10,Offline,TRUE,Digital Wallet,FALSE,Morning,Black Friday,5,2,TRUE,FALSE,Medium,High,Offline Only,Online
40,Male,High,Rural,7,920,Fashion,8,Online,FALSE,UPI,TRUE,Afternoon,Black Friday,6,4,TRUE,FALSE,Low,Medium,Offline Only,Online
52,Female,Medium,Suburban,15,158,Furniture,4,Offline,FALSE,Digital Wallet,FALSE,Morning,Summer Sale,13,1,TRUE,FALSE,Medium,Medium,Offline Only,Online
40,Female,Medium,Urban,14,207,Home Appliances,9,Online,TRUE,Cash,FALSE,Evening,Black Friday,3,8,TRUE,FALSE,Low,High,Offline Only,Offline
44,Male,Low,Urban,11,496,Furniture,3,Online,FALSE,Debit Card,TRUE,Evening,Summer Sale,11,2,TRUE,TRUE,Low,Low,Online Only,Online
32,Female,High,Rural,5,489,Furniture,9,Online,FALSE,Debit Card,FALSE,Evening,Holiday Weekend,3,6,TRUE,TRUE,Medium,Medium,Online Only,Offline
42,Female,High,Urban,4,110,Electronics,3,Online,TRUE,Credit Card,TRUE,Morning,New Year Sale,1,2,TRUE,FALSE,High,Low,Online Only,Offline
50,Female,Low,Urban,5,208,Furniture,3,Online,TRUE,Debit Card,TRUE,Evening,Black Friday,2,1,TRUE,TRUE,High,Medium,Offline Only,Online
30,Male,Low,Rural,13,936,Beauty Products,6,Offline,TRUE,Debit Card,TRUE,Afternoon,Holiday Weekend,10,2,TRUE,FALSE,Medium,High,Online Only,Offline
52,Female,Medium,Suburban,7,987,Furniture,10,Online,FALSE,UPI,FALSE,Evening,Black Friday,7,5,FALSE,TRUE,High,Medium,Offline Only,Online
26,Female,High,Rural,12,665,Electronics,8,Offline,FALSE,Digital Wallet,TRUE,Evening,Cyber Monday,3,5,FALSE,TRUE,Medium,Low,Offline Only,Online
48,Female,Medium,Rural,10,197,Fashion,1,Online,TRUE,Digital Wallet,TRUE,Evening,Summer Sale,2,6,TRUE,TRUE,High,Medium,Offline Only,Online
29,Male,High,Urban,11,406,Beauty Products,10,Offline,TRUE,Cash,FALSE,Evening,Cyber Monday,5,8,FALSE,FALSE,Medium,Medium,Offline Only,Offline
42,Male,Medium,Suburban,17,991,Furniture,8,Offline,FALSE,Digital Wallet,TRUE,Afternoon,Regular,9,4,TRUE,FALSE,Low,High,Online Only,Offline
46,Male,Medium,Urban,16,183,Home Appliances,10,Online,TRUE,Debit Card,TRUE,Evening,Black Friday,10,5,FALSE,TRUE,High,Low,Online Only,Online
47,Male,Medium,Suburban,10,350,Beauty Products,3,Online,TRUE,UPI,FALSE,Afternoon,Holiday Weekend,11,5,FALSE,TRUE,High,High,Offline Only,Online
18,Female,High,Urban,13,708,Home Appliances,3,Offline,TRUE,UPI,FALSE,Evening,Black Friday,1,1,TRUE,TRUE,High,High,Online Only,Offline
51,Male,Medium,Suburban,15,739,Furniture,2,Offline,TRUE,Cash,TRUE,Evening,Regular,8,4,TRUE,FALSE,High,Low,Online Only,Online
28,Female,Medium,Urban,20,414,Groceries,3,Online,TRUE,Credit Card,FALSE,Morning,Holiday Weekend,7,8,TRUE,FALSE,Low,Low,Online Only,Offline
27,Male,High,Urban,17,340,Furniture,8,Online,TRUE,Cash,TRUE,Evening,Holiday Weekend,12,7,FALSE,TRUE,Medium,Low,Online Only,Online
20,Male,Low,Urban,4,436,Home Appliances,5,Offline,TRUE,Digital Wallet,FALSE,Afternoon,Holiday Weekend,13,1,FALSE,TRUE,High,High,Online Only,Online
46,Female,Low,Rural,8,498,Home Appliances,2,Online,TRUE,Cash,TRUE,Afternoon,New Year Sale,5,2,FALSE,FALSE,High,Low,Online Only,Online
18,Female,Low,Urban,19,377,Fashion,4,Offline,TRUE,Credit Card,TRUE,Afternoon,Regular,10,1,FALSE,FALSE,Medium,High,Offline Only,Offline
43,Female,Medium,Suburban,20,287,Groceries,10,Offline,FALSE,Credit Card,TRUE,Afternoon,New Year Sale,11,5,FALSE,TRUE,Medium,Medium,Offline Only,Offline
46,Male,Medium,Suburban,14,918,Furniture,6,Online,TRUE,Digital Wallet,FALSE,Morning,Black Friday,1,4,TRUE,TRUE,Low,High,Offline Only,Online
40,Male,Low,Rural,6,637,Beauty Products,5,Offline,TRUE,Digital Wallet,FALSE,Morning,Regular,9,6,FALSE,TRUE,High,Medium,Online Only,Offline
43,Male,Medium,Suburban,13,379,Fashion,1,Offline,FALSE,UPI,FALSE,Morning,Black Friday,3,7,FALSE,FALSE,Medium,High,Online Only,Offline
41,Female,Low,Urban,5,796,Electronics,5,Offline,FALSE,Digital Wallet,FALSE,Afternoon,New Year Sale,12,4,FALSE,TRUE,Low,Low,Online Only,Online
48,Male,Low,Urban,20,902,Furniture,7,Online,FALSE,Credit Card,TRUE,Afternoon,Holiday Weekend,11,7,FALSE,TRUE,Low,High,Offline Only,Online
19,Male,Low,Rural,14,659,Beauty Products,4,Offline,FALSE,UPI,FALSE,Afternoon,Cyber Monday,12,3,FALSE,FALSE,Medium,High,Offline Only,Online
45,Female,Medium,Suburban,5,412,Beauty Products,6,Online,FALSE,Credit Card,TRUE,Evening,Holiday Weekend,5,7,FALSE,TRUE,Low,Medium,Offline Only,Offline
48,Female,Medium,Urban,3,486,Beauty Products,7,Online,FALSE,Debit Card,FALSE,Evening,Regular,12,1,FALSE,FALSE,Low,High,Online Only,Online
43,Male,Medium,Suburban,14,290,Beauty Products,10,Online,FALSE,Credit Card,TRUE,Evening,Holiday Weekend,2,3,FALSE,TRUE,High,Medium,Online Only,Online
38,Male,Low,Rural,14,656,Electronics,8,Online,TRUE,Cash,FALSE,Morning,Cyber Monday,11,2,TRUE,FALSE,Low,High,Online Only,Online
44,Male,High,Urban,16,771,Furniture,8,Online,FALSE,Digital Wallet,TRUE,Afternoon,Cyber Monday,5,2,TRUE,FALSE,High,High,Offline Only,Offline
45,Male,Low,Urban,8,116,Fashion,10,Online,TRUE,UPI,FALSE,Morning,Regular,4,5,FALSE,FALSE,High,High,Online Only,Online
30,Male,High,Rural,12,913,Home Appliances,8,Offline,TRUE,Cash,FALSE,Afternoon,Black Friday,15,7,FALSE,FALSE,High,Low,Online Only,Offline
36,Male,Medium,Urban,20,994,Beauty Products,9,Online,TRUE,Digital Wallet,TRUE,Evening,Black Friday,3,1,FALSE,TRUE,High,High,Offline Only,Online
51,Female,Medium,Urban,9,492,Groceries,10,Online,FALSE,Credit Card,TRUE,Morning,Regular,6,8,FALSE,FALSE,Low,Low,Offline Only,Online
46,Male,Medium,Rural,19,746,Groceries,10,Offline,TRUE,Debit Card,TRUE,Afternoon,Cyber Monday,1,4,TRUE,TRUE,High,High,Online Only,Online
49,Female,Low,Suburban,11,412,Fashion,4,Offline,TRUE,Credit Card,TRUE,Afternoon,Black Friday,4,6,TRUE,TRUE,High,Low,Online Only,Online
32,Female,High,Suburban,12,304,Beauty Products,1,Online,FALSE,Cash,TRUE,Morning,Summer Sale,12,7,TRUE,FALSE,Low,Low,Online Only,Online
32,Female,Medium,Urban,18,438,Beauty Products,2,Offline,TRUE,Digital Wallet,TRUE,Evening,New Year Sale,9,1,FALSE,FALSE,Medium,High,Online Only,Offline
21,Male,High,Urban,17,237,Home Appliances,7,Offline,FALSE,Cash,FALSE,Morning,Holiday Weekend,8,8,FALSE,FALSE,Low,Low,Offline Only,Offline
27,Female,Medium,Suburban,9,341,Electronics,2,Online,FALSE,Cash,TRUE,Evening,New Year Sale,14,3,TRUE,TRUE,Low,Low,Offline Only,Offline
40,Female,Medium,Urban,11,470,Furniture,6,Online,FALSE,Cash,FALSE,Evening,New Year Sale,13,2,FALSE,TRUE,Medium,Medium,Online Only,Offline
37,Female,High,Urban,13,244,Home Appliances,2,Online,FALSE,Credit Card,TRUE,Evening,Black Friday,1,6,TRUE,TRUE,Medium,Low,Online Only,Online
20,Female,High,Suburban,16,532,Home Appliances,9,Online,TRUE,Cash,FALSE,Morning,Summer Sale,4,1,TRUE,FALSE,Medium,Low,Online Only,Online
48,Male,Medium,Urban,7,555,Beauty Products,5,Online,FALSE,UPI,FALSE,Morning,Cyber Monday,6,7,TRUE,FALSE,Low,High,Online Only,Online
25,Female,Low,Urban,20,397,Home Appliances,1,Offline,TRUE,Digital Wallet,TRUE,Afternoon,Black Friday,3,8,TRUE,FALSE,Medium,Low,Online Only,Offline
39,Female,Low,Suburban,7,954,Furniture,2,Offline,FALSE,Debit Card,FALSE,Afternoon,Holiday Weekend,6,4,FALSE,TRUE,Low,Medium,Offline Only,Online
27,Female,High,Urban,17,719,Beauty Products,8,Offline,TRUE,Digital Wallet,TRUE,Evening,Cyber Monday,7,7,TRUE,TRUE,Medium,High,Online Only,Online
26,Female,Medium,Rural,15,554,Electronics,3,Offline,FALSE,Debit Card,FALSE,Afternoon,New Year Sale,9,6,FALSE,TRUE,Low,High,Offline Only,Online
41,Male,High,Urban,7,352,Electronics,2,Offline,FALSE,Digital Wallet,FALSE,Morning,Regular,2,1,FALSE,TRUE,Low,Medium,Offline Only,Offline
24,Female,High,Rural,10,689,Furniture,6,Offline,FALSE,Credit Card,TRUE,Evening,Regular,13,5,TRUE,FALSE,Low,Low,Online Only,Online
32,Male,Low,Rural,7,953,Electronics,4,Offline,FALSE,Debit Card,FALSE,Afternoon,Cyber Monday,12,8,FALSE,FALSE,Low,Low,Online Only,Online
49,Male,Medium,Urban,12,549,Fashion,2,Online,FALSE,Digital Wallet,TRUE,Afternoon,Black Friday,15,7,TRUE,TRUE,Medium,Low,Offline Only,Offline
46,Female,Low,Suburban,8,739,Home Appliances,9,Online,FALSE,Cash,FALSE,Morning,Cyber Monday,11,1,TRUE,FALSE,Medium,High,Offline Only,Online
21,Female,Low,Urban,20,451,Electronics,7,Online,TRUE,Digital Wallet,FALSE,Afternoon,Black Friday,4,7,FALSE,FALSE,Low,Low,Offline Only,Offline
49,Male,Medium,Suburban,17,830,Beauty Products,8,Offline,FALSE,UPI,FALSE,Evening,Black Friday,7,6,TRUE,FALSE,Medium,High,Online Only,Offline
43,Female,Medium,Rural,14,248,Electronics,3,Online,FALSE,UPI,TRUE,Morning,Holiday Weekend,1,6,TRUE,FALSE,High,High,Online Only,Online
24,Male,Low,Urban,20,580,Home Appliances,1,Offline,FALSE,Digital Wallet,TRUE,Evening,Cyber Monday,10,3,TRUE,FALSE,Medium,Low,Offline Only,Offline
42,Female,Medium,Urban,13,891,Beauty Products,2,Online,TRUE,Cash,TRUE,Morning,Cyber Monday,12,2,FALSE,TRUE,Low,High,Offline Only,Online
24,Female,High,Urban,4,206,Electronics,4,Online,TRUE,UPI,TRUE,Morning,New Year Sale,6,3,TRUE,TRUE,Medium,Low,Online Only,Offline
52,Female,Low,Suburban,19,243,Fashion,2,Offline,FALSE,Debit Card,FALSE,Afternoon,Cyber Monday,15,3,FALSE,TRUE,High,High,Online Only,Offline
31,Male,Low,Suburban,7,725,Fashion,5,Offline,TRUE,Digital Wallet,TRUE,Evening,Black Friday,13,2,FALSE,FALSE,Low,High,Offline Only,Offline
37,Female,Medium,Rural,10,915,Fashion,5,Offline,TRUE,Cash,FALSE,Afternoon,Cyber Monday,4,4,TRUE,TRUE,Medium,Medium,Online Only,Offline
26,Male,High,Rural,20,682,Electronics,3,Online,FALSE,Credit Card,TRUE,Afternoon,Black Friday,8,5,TRUE,FALSE,High,Low,Online Only,Offline
36,Male,Low,Suburban,14,392,Furniture,5,Offline,TRUE,Cash,TRUE,Afternoon,Cyber Monday,7,7,TRUE,FALSE,Medium,Medium,Offline Only,Online
32,Female,Low,Suburban,11,143,Furniture,7,Online,FALSE,Debit Card,TRUE,Afternoon,Cyber Monday,8,3,FALSE,FALSE,High,Low,Online Only,Offline
18,Male,High,Rural,19,629,Fashion,3,Online,TRUE,Credit Card,TRUE,Evening,New Year Sale,11,7,FALSE,TRUE,Low,Low,Online Only,Offline
33,Male,High,Urban,19,557,Beauty Products,2,Offline,FALSE,Digital Wallet,TRUE,Evening,Cyber Monday,13,5,FALSE,FALSE,Low,Low,Offline Only,Offline
45,Female,High,Urban,16,888,Fashion,2,Offline,TRUE,Digital Wallet,FALSE,Morning,New Year Sale,6,1,FALSE,TRUE,Medium,High,Offline Only,Online
20,Female,Medium,Rural,12,394,Furniture,1,Offline,FALSE,Digital Wallet,FALSE,Afternoon,Holiday Weekend,3,6,FALSE,TRUE,High,Medium,Offline Only,Offline
29,Male,Low,Rural,4,982,Beauty Products,7,Offline,FALSE,UPI,FALSE,Morning,New Year Sale,6,8,FALSE,FALSE,Low,High,Online Only,Offline
33,Male,Medium,Rural,14,519,Beauty Products,3,Online,TRUE,Debit Card,FALSE,Morning,Holiday Weekend,12,3,TRUE,FALSE,Low,High,Online Only,Online
21,Female,Medium,Suburban,19,230,Electronics,1,Offline,TRUE,UPI,FALSE,Morning,Holiday Weekend,14,4,FALSE,TRUE,Medium,High,Online Only,Offline
41,Female,Low,Urban,8,668,Electronics,5,Offline,FALSE,Credit Card,FALSE,Morning,Summer Sale,13,7,FALSE,FALSE,Low,Medium,Online Only,Offline
41,Male,Low,Urban,17,627,Beauty Products,1,Online,TRUE,Debit Card,FALSE,Evening,Cyber Monday,4,1,FALSE,FALSE,High,Low,Online Only,Online
27,Male,Medium,Urban,16,722,Furniture,6,Online,FALSE,Cash,FALSE,Afternoon,Regular,11,7,TRUE,FALSE,Medium,Low,Offline Only,Online
26,Male,Medium,Suburban,6,494,Electronics,9,Online,FALSE,Digital Wallet,TRUE,Evening,Regular,5,7,FALSE,TRUE,Medium,Medium,Online Only,Online
37,Male,High,Urban,19,264,Furniture,9,Offline,FALSE,Digital Wallet,TRUE,Evening,Black Friday,15,7,TRUE,FALSE,Medium,Medium,Offline Only,Online
38,Female,Medium,Rural,19,594,Home Appliances,9,Offline,FALSE,Credit Card,TRUE,Evening,Cyber Monday,9,6,FALSE,TRUE,Low,Medium,Offline Only,Offline
36,Male,High,Rural,6,485,Fashion,2,Online,TRUE,Digital Wallet,FALSE,Afternoon,Cyber Monday,15,4,FALSE,TRUE,Medium,Medium,Offline Only,Offline
20,Male,High,Urban,5,793,Electronics,9,Offline,TRUE,UPI,TRUE,Evening,Holiday Weekend,2,1,TRUE,FALSE,Medium,Low,Offline Only,Offline
52,Female,Medium,Urban,14,146,Furniture,3,Offline,FALSE,Cash,TRUE,Morning,Black Friday,2,5,TRUE,FALSE,High,Medium,Online Only,Online
36,Male,High,Suburban,11,851,Electronics,10,Online,FALSE,Cash,TRUE,Evening,Regular,3,1,TRUE,TRUE,Low,Low,Offline Only,Online
30,Male,Medium,Rural,15,737,Groceries,3,Offline,FALSE,Digital Wallet,FALSE,Morning,Regular,3,1,FALSE,TRUE,High,Low,Online Only,Online
37,Female,High,Urban,16,454,Groceries,2,Online,TRUE,Cash,TRUE,Morning,Summer Sale,8,6,FALSE,FALSE,Medium,Low,Offline Only,Online
45,Female,Medium,Urban,6,218,Electronics,4,Online,TRUE,Debit Card,FALSE,Evening,Holiday Weekend,8,3,TRUE,TRUE,Low,High,Offline Only,Offline
38,Male,Low,Rural,16,133,Fashion,4,Offline,TRUE,Debit Card,TRUE,Afternoon,New Year Sale,1,1,TRUE,TRUE,Low,High,Online Only,Offline
27,Male,High,Rural,18,382,Beauty Products,7,Online,FALSE,Debit Card,TRUE,Afternoon,Summer Sale,9,4,TRUE,TRUE,High,Medium,Offline Only,Online
36,Female,Low,Rural,7,975,Home Appliances,9,Offline,TRUE,Digital Wallet,TRUE,Afternoon,New Year Sale,8,5,TRUE,TRUE,Medium,Medium,Online Only,Offline
38,Female,Medium,Rural,6,353,Furniture,6,Offline,TRUE,Digital Wallet,TRUE,Morning,Holiday Weekend,12,5,FALSE,FALSE,Low,High,Online Only,Offline
52,Female,Medium,Urban,8,941,Fashion,9,Offline,TRUE,UPI,TRUE,Evening,Black Friday,15,6,TRUE,FALSE,Medium,Low,Online Only,Online
38,Male,Medium,Rural,17,378,Fashion,3,Offline,TRUE,UPI,TRUE,Morning,Summer Sale,14,3,TRUE,FALSE,High,Medium,Online Only,Online
37,Female,High,Suburban,14,399,Electronics,1,Offline,FALSE,UPI,TRUE,Afternoon,Cyber Monday,12,3,TRUE,TRUE,High,High,Offline Only,Offline
32,Female,Medium,Rural,15,936,Home Appliances,8,Offline,TRUE,Credit Card,TRUE,Evening,New Year Sale,1,1,TRUE,FALSE,Medium,Medium,Online Only,Offline
40,Female,Medium,Suburban,6,260,Electronics,9,Offline,FALSE,Digital Wallet,TRUE,Evening,Black Friday,4,5,FALSE,FALSE,Low,Low,Online Only,Offline
20,Male,Low,Rural,16,242,Beauty Products,6,Offline,FALSE,UPI,TRUE,Morning,Holiday Weekend,12,3,FALSE,TRUE,Low,Medium,Online Only,Offline
43,Male,Low,Rural,7,309,Furniture,9,Online,FALSE,Digital Wallet,FALSE,Morning,New Year Sale,4,6,FALSE,TRUE,Medium,Medium,Online Only,Online
42,Male,Low,Rural,17,416,Electronics,8,Online,FALSE,Cash,TRUE,Evening,Summer Sale,1,3,FALSE,FALSE,Low,Low,Online Only,Online
52,Female,Low,Urban,14,849,Groceries,4,Online,TRUE,UPI,FALSE,Evening,Black Friday,12,2,TRUE,FALSE,High,Low,Online Only,Offline
40,Male,High,Suburban,13,757,Beauty Products,1,Offline,TRUE,Cash,TRUE,Evening,New Year Sale,10,1,FALSE,FALSE,Low,High,Online Only,Online
21,Female,Medium,Suburban,6,662,Fashion,10,Offline,TRUE,Digital Wallet,FALSE,Evening,Holiday Weekend,15,5,FALSE,FALSE,Low,High,Offline Only,Offline
45,Female,Low,Rural,8,282,Groceries,3,Online,TRUE,Digital Wallet,FALSE,Morning,New Year Sale,6,1,TRUE,TRUE,Low,Medium,Offline Only,Online
31,Male,Low,Suburban,19,164,Electronics,7,Online,TRUE,UPI,FALSE,Evening,Cyber Monday,11,4,TRUE,FALSE,Medium,Medium,Online Only,Offline
33,Female,High,Rural,14,852,Groceries,2,Online,FALSE,UPI,FALSE,Evening,Cyber Monday,15,3,TRUE,FALSE,Low,High,Offline Only,Online
42,Male,Low,Suburban,13,347,Beauty Products,8,Offline,FALSE,UPI,FALSE,Morning,Cyber Monday,1,1,TRUE,TRUE,High,Medium,Online Only,Offline
32,Female,Low,Rural,6,579,Electronics,9,Online,FALSE,UPI,TRUE,Afternoon,Cyber Monday,11,3,TRUE,TRUE,Low,Low,Offline Only,Online
44,Female,Medium,Urban,14,822,Fashion,3,Offline,TRUE,Digital Wallet,TRUE,Afternoon,New Year Sale,2,5,TRUE,TRUE,Low,High,Online Only,Online
46,Male,Low,Suburban,4,240,Furniture,10,Online,TRUE,UPI,TRUE,Afternoon,Summer Sale,10,7,FALSE,FALSE,Medium,High,Offline Only,Offline
18,Female,High,Rural,14,578,Groceries,2,Online,TRUE,UPI,FALSE,Morning,Cyber Monday,9,1,FALSE,FALSE,Low,Medium,Offline Only,Online
30,Male,Low,Rural,14,940,Furniture,3,Online,FALSE,Debit Card,FALSE,Afternoon,New Year Sale,9,3,FALSE,FALSE,Medium,Low,Online Only,Online
40,Female,Low,Rural,18,255,Furniture,5,Offline,TRUE,UPI,FALSE,Morning,New Year Sale,4,5,TRUE,FALSE,Medium,Low,Offline Only,Online
21,Female,High,Urban,16,683,Electronics,9,Offline,FALSE,Digital Wallet,TRUE,Afternoon,Black Friday,7,4,FALSE,TRUE,High,Low,Online Only,Online
45,Female,High,Urban,10,845,Furniture,9,Online,FALSE,Cash,TRUE,Morning,Black Friday,13,1,FALSE,TRUE,Low,Low,Offline Only,Online
20,Male,High,Suburban,17,611,Beauty Products,6,Offline,TRUE,Cash,TRUE,Afternoon,Summer Sale,9,2,FALSE,FALSE,High,Low,Online Only,Offline
37,Male,High,Urban,20,451,Fashion,9,Online,FALSE,UPI,FALSE,Morning,Holiday Weekend,8,6,TRUE,TRUE,Low,Medium,Offline Only,Offline
49,Female,Medium,Rural,7,778,Beauty Products,1,Offline,TRUE,UPI,FALSE,Afternoon,Regular,1,1,TRUE,TRUE,Medium,High,Online Only,Online
39,Male,High,Suburban,4,854,Groceries,8,Online,TRUE,Credit Card,TRUE,Morning,Black Friday,1,5,FALSE,FALSE,Low,High,Online Only,Online
50,Male,Medium,Urban,8,386,Fashion,9,Offline,TRUE,Digital Wallet,FALSE,Afternoon,Summer Sale,12,5,TRUE,FALSE,Low,High,Offline Only,Online
19,Female,High,Suburban,20,946,Electronics,6,Offline,FALSE,Credit Card,FALSE,Evening,New Year Sale,3,6,TRUE,TRUE,Low,High,Online Only,Online
20,Male,Low,Suburban,12,513,Home Appliances,6,Online,TRUE,Cash,FALSE,Afternoon,Regular,5,7,TRUE,FALSE,Low,Low,Offline Only,Online
29,Female,High,Rural,10,345,Electronics,9,Online,FALSE,Digital Wallet,FALSE,Afternoon,Summer Sale,14,7,TRUE,FALSE,Low,Medium,Offline Only,Online
23,Male,Medium,Suburban,13,400,Fashion,4,Online,TRUE,Debit Card,TRUE,Morning,New Year Sale,6,6,TRUE,TRUE,Medium,Low,Offline Only,Online
46,Female,Medium,Suburban,15,811,Home Appliances,10,Offline,TRUE,Digital Wallet,TRUE,Afternoon,Cyber Monday,4,7,TRUE,TRUE,Low,Medium,Online Only,Online
22,Female,Low,Suburban,20,491,Home Appliances,8,Offline,FALSE,Digital Wallet,FALSE,Afternoon,Regular,4,4,TRUE,TRUE,High,High,Offline Only,Online
47,Male,Low,Suburban,11,485,Fashion,10,Online,TRUE,Digital Wallet,TRUE,Afternoon,Holiday Weekend,4,4,TRUE,TRUE,High,Low,Offline Only,Offline
52,Female,Medium,Suburban,16,548,Groceries,9,Online,TRUE,UPI,FALSE,Afternoon,Summer Sale,10,2,FALSE,FALSE,Medium,Low,Online Only,Online
50,Male,Low,Suburban,18,395,Electronics,6,Offline,FALSE,Cash,TRUE,Afternoon,New Year Sale,6,5,TRUE,FALSE,High,Low,Offline Only,Offline
51,Male,Low,Suburban,19,996,Fashion,3,Offline,FALSE,Credit Card,TRUE,Afternoon,Holiday Weekend,5,2,TRUE,FALSE,Medium,Low,Online Only,Online
36,Female,Medium,Urban,18,450,Home Appliances,2,Online,TRUE,Digital Wallet,FALSE,Afternoon,Cyber Monday,10,8,FALSE,TRUE,Medium,Low,Offline Only,Offline
50,Female,Medium,Urban,15,722,Groceries,9,Online,TRUE,Credit Card,FALSE,Afternoon,New Year Sale,5,5,TRUE,FALSE,High,Low,Online Only,Online
46,Male,Medium,Rural,19,973,Home Appliances,1,Offline,TRUE,Cash,FALSE,Evening,New Year Sale,3,7,TRUE,FALSE,Low,Medium,Offline Only,Online
22,Female,Low,Urban,18,271,Beauty Products,6,Online,FALSE,Credit Card,TRUE,Evening,Cyber Monday,4,7,TRUE,TRUE,High,Low,Offline Only,Online
47,Female,Low,Rural,11,178,Beauty Products,2,Online,FALSE,Digital Wallet,FALSE,Afternoon,New Year Sale,7,2,TRUE,TRUE,High,Low,Online Only,Online
50,Male,Low,Suburban,8,280,Beauty Products,10,Offline,TRUE,Debit Card,FALSE,Evening,Holiday Weekend,5,3,FALSE,FALSE,High,Low,Offline Only,Offline
35,Male,Medium,Rural,5,871,Electronics,4,Online,TRUE,Digital Wallet,TRUE,Evening,Cyber Monday,2,4,FALSE,TRUE,Low,Low,Offline Only,Offline
48,Male,Low,Urban,8,644,Fashion,10,Offline,FALSE,Credit Card,FALSE,Morning,New Year Sale,12,3,FALSE,TRUE,Low,Low,Offline Only,Online
34,Female,High,Rural,12,935,Fashion,5,Online,TRUE,Debit Card,FALSE,Evening,Regular,13,1,TRUE,FALSE,High,Low,Online Only,Offline
34,Female,Low,Rural,5,694,Beauty Products,4,Offline,FALSE,Cash,TRUE,Evening,Regular,1,4,TRUE,TRUE,High,Low,Offline Only,Online
